AttractionID,StartDate,AvailableSeats,CreatedAt,Description,EndDate,Location,Price,TourName,UpdatedAt
ae9ae63d-155b-4081-b1a2-6b8bd9e60464,13/10/2024,50,2024-09-15T10:00:00Z,Modern waterfront area with restaurants and recreational facilities.,13/10/2024,"""Kitchener Dr, Darwin, NT""",80,Darwin Waterfront Precinct,2024-09-15T10:00:00Z
ae9ae63d-155b-4081-b1a2-6b8bd9e60464,20/10/2024,50,2024-09-15T10:00:00Z,Modern waterfront area with restaurants and recreational facilities.,20/10/2024,"""Kitchener Dr, Darwin, NT""",80,Darwin Waterfront Precinct,2024-09-15T10:00:00Z
eb9a877a-b1de-4580-b5b0-e3d48cf5650a,7/10/2024,30,2024-09-15T10:00:00Z,Man-made lake offering recreational activities and scenic views.,7/10/2024,"""Canberra, ACT""",50,Lake Burley Griffin,2024-09-15T10:00:00Z
eb9a877a-b1de-4580-b5b0-e3d48cf5650a,14/10/2024,30,2024-09-15T10:00:00Z,Man-made lake offering recreational activities and scenic views.,14/10/2024,"""Canberra, ACT""",50,Lake Burley Griffin,2024-09-15T10:00:00Z
eb9a877a-b1de-4580-b5b0-e3d48cf5650a,21/10/2024,30,2024-09-15T10:00:00Z,Man-made lake offering recreational activities and scenic views.,21/10/2024,"""Canberra, ACT""",50,Lake Burley Griffin,2024-09-15T10:00:00Z
0c8afe71-8406-4e17-bb0d-1d63035b32bd,8/10/2024,50,2024-09-15T10:00:00Z,Historic waterfront area with markets and galleries.,8/10/2024,"""Salamanca Pl, Hobart, TAS""",30,Salamanca Place,2024-09-15T10:00:00Z
0c8afe71-8406-4e17-bb0d-1d63035b32bd,15/10/2024,50,2024-09-15T10:00:00Z,Historic waterfront area with markets and galleries.,15/10/2024,"""Salamanca Pl, Hobart, TAS""",30,Salamanca Place,2024-09-15T10:00:00Z
0c8afe71-8406-4e17-bb0d-1d63035b32bd,22/10/2024,50,2024-09-15T10:00:00Z,Historic waterfront area with markets and galleries.,22/10/2024,"""Salamanca Pl, Hobart, TAS""",30,Salamanca Place,2024-09-15T10:00:00Z
35847bc5-1475-4a68-a781-7ebcdfa8c497,9/10/2024,30,2024-09-15T10:00:00Z,Lush riverside parkland with walking paths and city views.,9/10/2024,"""South Bank, Brisbane, QLD""",10,South Bank Parklands,2024-09-15T10:00:00Z
35847bc5-1475-4a68-a781-7ebcdfa8c497,16/10/2024,30,2024-09-15T10:00:00Z,Lush riverside parkland with walking paths and city views.,16/10/2024,"""South Bank, Brisbane, QLD""",10,South Bank Parklands,2024-09-15T10:00:00Z
35847bc5-1475-4a68-a781-7ebcdfa8c497,23/10/2024,30,2024-09-15T10:00:00Z,Lush riverside parkland with walking paths and city views.,23/10/2024,"""South Bank, Brisbane, QLD""",10,South Bank Parklands,2024-09-15T10:00:00Z
c3275878-dcd4-499c-9198-ce380d675a4a,10/10/2024,50,2024-09-15T10:00:00Z,Mountain offering panoramic views of Hobart.,10/10/2024,"""Pinnacle Rd, Wellington Park, TAS""",5,Mount Wellington,2024-09-15T10:00:00Z
c3275878-dcd4-499c-9198-ce380d675a4a,17/10/2024,50,2024-09-15T10:00:00Z,Mountain offering panoramic views of Hobart.,17/10/2024,"""Pinnacle Rd, Wellington Park, TAS""",5,Mount Wellington,2024-09-15T10:00:00Z
c3275878-dcd4-499c-9198-ce380d675a4a,24/10/2024,50,2024-09-15T10:00:00Z,Mountain offering panoramic views of Hobart.,24/10/2024,"""Pinnacle Rd, Wellington Park, TAS""",5,Mount Wellington,2024-09-15T10:00:00Z
a38bff4d-88f1-42a2-b4c7-f6b6d7002238,1/10/2024,30,2024-09-15T10:00:00Z,World Heritage-listed national park with rich Aboriginal heritage.,1/10/2024,"""Jabiru, NT""",50,Kakadu National Park,2024-09-15T10:00:00Z
a38bff4d-88f1-42a2-b4c7-f6b6d7002238,8/10/2024,30,2024-09-15T10:00:00Z,World Heritage-listed national park with rich Aboriginal heritage.,8/10/2024,"""Jabiru, NT""",50,Kakadu National Park,2024-09-15T10:00:00Z
a38bff4d-88f1-42a2-b4c7-f6b6d7002238,15/10/2024,30,2024-09-15T10:00:00Z,World Heritage-listed national park with rich Aboriginal heritage.,15/10/2024,"""Jabiru, NT""",50,Kakadu National Park,2024-09-15T10:00:00Z
